game_id,agent0,agent1,deck0_name,deck1_name,winner,end_reason,p0_life,p1_life,p0_library_size,p1_library_size,p0_battlefield_creatures,p1_battlefield_creatures,p0_land_plays,p0_creature_casts,p0_approx_mana_spent,p0_main_phase_actions,p0_main_phase_passes,p1_land_plays,p1_creature_casts,p1_approx_mana_spent,p1_main_phase_actions,p1_main_phase_passes
0,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-4,32,31,5,1,4,7,30,23,12,4,1,4,14,9
1,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-4,32,31,3,2,4,4,20,18,10,4,3,12,16,9
2,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,1,life,-2,15,31,29,3,4,7,3,7,24,14,6,5,20,25,14
3,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-3,33,32,6,0,4,8,23,22,10,3,0,0,9,6
4,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,1,life,0,1,32,30,5,7,3,7,33,23,13,5,11,42,26,10
5,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,1,life,-4,3,32,30,3,4,5,4,13,21,12,5,5,8,22,12
6,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-10,32,31,3,2,4,4,21,19,11,4,3,6,16,9
7,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,12,-2,32,31,7,3,3,11,42,24,10,4,3,6,18,11
8,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,14,-3,32,31,6,3,5,9,33,23,9,4,4,13,18,10
9,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,1,life,-10,11,31,29,5,8,6,8,28,28,14,5,12,52,30,13
10,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,18,-6,33,32,4,1,3,5,20,18,10,3,1,1,11,7
11,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-1,31,30,6,6,5,9,26,28,14,5,11,53,27,11
12,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,16,0,33,32,6,1,3,9,24,20,8,3,1,1,11,7
13,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-2,32,31,5,0,4,8,22,23,11,4,0,0,12,8
14,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,18,-4,34,33,6,1,3,8,37,19,8,2,1,1,8,5
15,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,20,-4,33,32,4,0,2,5,22,17,10,3,0,0,9,6
16,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,1,-1,30,29,2,4,6,2,6,22,14,6,4,14,26,16
17,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,4,-8,32,31,6,3,5,6,22,23,12,3,4,4,17,10
18,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,0,life,12,-2,31,30,6,3,6,7,24,27,14,5,4,16,21,12
19,RandomAgent,HeuristicAgent,mono_green_midrange,mono_white_control,1,life,0,6,32,30,4,7,4,4,16,22,14,5,11,39,26,10
